temperature,humidity,hour,is_holiday,demand
21.0,60.6,11,0,8798.0
34.2,62.0,12,0,10523.0
27.4,37.4,13,0,10091.0
35.1,51.7,14,0,11543.0
27.3,67.8,15,1,8700.0
15.7,66.7,16,0,10393.0
14.3,78.3,17,0,10372.0
12.6,58.2,18,0,9569.0
30.3,39.2,19,0,9235.0
34.5,75.9,20,0,9655.0
39.8,81.5,21,0,9531.0
31.7,73.5,22,1,6277.0
34.3,57.5,23,0,7930.0
20.4,75.7,0,0,6678.0
15.7,100.0,1,0,5721.0
31.8,61.7,2,0,6104.0
28.3,40.3,3,0,5563.0
25.9,51.2,4,0,5572.0
28.1,69.4,5,0,6323.0
27.6,35.9,6,0,6197.0
35.3,62.5,7,0,7813.0
35.4,65.7,8,0,8806.0
29.4,83.0,9,1,6818.0
31.8,79.7,10,0,9383.0
29.1,73.0,11,0,9186.0
21.3,27.6,12,0,9591.0
31.1,73.8,13,0,10328.0
13.8,70.6,14,0,10478.0
33.4,63.8,15,0,11460.0
15.4,34.0,16,0,10198.0
27.3,48.3,17,0,10006.0
18.2,42.5,18,0,9633.0
29.4,29.8,19,0,9105.0
24.7,60.0,20,0,8486.0
12.2,48.0,21,0,8155.0
28.4,99.4,22,0,7259.0
20.4,57.5,23,0,6819.0
32.0,79.4,0,0,6649.0
25.0,36.5,1,0,5893.0
28.2,52.0,2,0,5594.0
17.3,61.5,3,0,5356.0
20.3,46.4,4,0,5840.0
21.3,53.7,5,0,6091.0
31.9,56.7,6,0,6687.0
38.4,56.5,7,0,8320.0
18.6,87.8,8,0,7388.0
33.6,65.7,9,0,8479.0
7.6,67.2,10,0,8342.0
15.4,68.1,11,0,9457.0
17.3,69.2,12,0,9484.0
14.2,58.8,13,0,10330.0
12.3,55.2,14,0,10049.0
28.3,62.5,15,0,10577.0
23.3,77.4,16,0,10256.0
28.0,76.9,17,0,10050.0
30.5,56.4,18,0,10447.0
27.1,71.5,19,0,8949.0
30.3,57.1,20,0,9079.0
24.4,60.5,21,0,8111.0
15.5,52.9,22,0,8050.0
33.5,57.3,23,0,7404.0
20.3,80.1,0,0,6178.0
17.5,61.4,1,0,6085.0
23.6,62.0,2,0,5642.0
17.7,38.3,3,0,5507.0
21.7,55.4,4,0,5873.0
27.8,56.4,5,0,5868.0
27.8,47.6,6,0,6125.0
17.8,60.3,7,0,6945.0
21.1,53.6,8,0,7454.0
33.6,61.2,9,0,8777.0
29.0,61.8,10,0,8695.0
41.6,45.7,11,0,11057.0
34.4,54.0,12,1,9308.0
34.2,61.2,13,0,10930.0
13.9,77.8,14,0,10164.0
31.1,63.9,15,0,10610.0
24.6,50.1,16,1,8897.0
20.6,66.0,17,0,9977.0
26.3,85.6,18,0,9295.0
32.6,73.8,19,0,9644.0
29.0,68.2,20,0,8725.0
18.0,70.9,21,0,7959.0
30.9,81.6,22,0,7771.0
19.9,76.1,23,0,6723.0
26.7,68.5,0,0,6008.0
22.6,76.0,1,0,5747.0
23.2,43.8,2,0,5919.0
31.1,37.5,3,0,6277.0
16.7,62.4,4,0,5797.0
40.6,61.0,5,0,7904.0
10.4,51.8,6,0,6484.0
20.2,72.4,7,0,6576.0
28.0,32.1,8,0,7385.0
29.7,52.0,9,0,8027.0
24.2,52.7,10,0,8401.0
24.5,35.5,11,0,9274.0
28.3,82.4,12,0,9929.0
23.2,39.6,13,0,10040.0
36.1,51.2,14,0,11870.0
31.7,73.6,15,0,11000.0
32.0,69.7,16,0,10760.0
17.3,43.4,17,0,9861.0
24.4,70.2,18,1,8401.0
22.6,64.3,19,0,9226.0
17.0,95.0,20,0,8756.0
27.9,66.1,21,1,5968.0
20.7,57.9,22,0,7428.0
30.2,47.2,23,0,7034.0
16.4,48.8,0,0,6024.0
38.8,47.6,1,0,7522.0
17.8,80.6,2,0,5900.0
26.8,60.3,3,0,6053.0
31.3,68.5,4,0,6230.0
20.4,82.7,5,0,5780.0
31.8,24.6,6,0,6722.0
15.2,79.2,7,0,6993.0
36.6,60.8,8,0,8472.0
25.1,66.5,9,0,8124.0
20.2,47.6,10,0,8680.0
22.6,48.7,11,0,9237.0
31.5,67.3,12,0,9904.0
20.3,95.8,13,0,10007.0
19.0,75.0,14,0,10027.0
23.2,79.0,15,0,10282.0
15.6,57.1,16,0,10502.0
39.6,51.0,17,0,12059.0
20.5,48.3,18,0,9740.0
31.7,52.7,19,0,9634.0
26.7,29.2,20,0,8939.0
17.1,49.1,21,0,7883.0
25.0,51.6,22,0,7152.0
31.3,57.4,23,0,7430.0
23.5,62.0,0,0,6394.0
34.5,65.4,1,0,6795.0
33.2,59.8,2,0,6478.0
32.4,51.3,3,0,6341.0
21.3,30.5,4,0,5723.0
16.4,51.4,5,0,6013.0
20.1,45.4,6,0,6202.0
26.6,67.0,7,0,6905.0
29.4,73.6,8,0,7587.0
7.6,74.1,9,0,7906.0
24.9,71.4,10,0,8572.0
26.3,58.0,11,0,9180.0
22.8,52.2,12,0,9408.0
35.3,48.8,13,0,11051.0
28.4,37.4,14,0,10387.0
35.5,74.9,15,0,11252.0
23.3,57.4,16,0,10194.0
32.5,41.3,17,0,11230.0
38.1,47.6,18,0,10983.0
35.5,47.0,19,0,10247.0
16.3,60.6,20,0,8454.0
23.0,76.0,21,0,7977.0
22.2,54.8,22,0,7216.0
28.9,26.2,23,0,6888.0
30.5,57.2,0,0,6533.0
18.3,57.7,1,0,6133.0
25.5,56.6,2,0,5698.0
8.8,50.6,3,0,5399.0
36.5,63.3,4,0,7130.0
20.9,61.0,5,0,5730.0
25.4,59.6,6,0,5990.0
22.5,66.2,7,0,6799.0
34.2,53.6,8,0,8686.0
2.3,52.7,9,0,7634.0
24.9,80.7,10,0,8355.0
24.2,68.4,11,0,9351.0
21.4,72.4,12,0,9569.0
38.8,78.4,13,0,11822.0
17.9,67.9,14,0,10151.0
31.2,73.9,15,0,10905.0
27.9,36.3,16,0,10667.0
35.1,63.1,17,0,10903.0
19.7,57.3,18,0,9902.0
19.1,85.2,19,0,9336.0
33.8,73.9,20,0,9189.0
28.4,50.5,21,0,8172.0
12.6,65.6,22,0,7393.0
20.7,62.5,23,0,6818.0
28.1,66.8,0,0,6384.0
31.7,44.7,1,0,6407.0
19.6,65.4,2,0,5696.0
1.7,56.6,3,0,5648.0
29.2,64.2,4,0,6009.0
15.2,49.1,5,0,5616.0
8.9,51.2,6,0,6561.0
2.3,77.6,7,0,6569.0
31.5,44.2,8,0,8058.0
26.0,45.3,9,0,8016.0
23.2,59.2,10,0,8365.0
36.1,48.4,11,0,10522.0
30.1,46.7,12,0,9823.0
37.9,61.6,13,0,11782.0
13.9,37.4,14,0,10176.0
24.7,44.9,15,0,10101.0
12.1,90.8,16,0,10625.0
23.2,66.9,17,0,10115.0
23.0,48.8,18,0,9870.0
30.0,66.3,19,0,9332.0
25.4,68.5,20,0,8243.0
30.0,74.9,21,0,8633.0
30.6,58.1,22,0,7772.0
42.2,74.6,23,0,9034.0
22.5,29.4,0,0,6434.0
17.5,44.2,1,0,5854.0
27.0,62.5,2,0,5727.0
18.6,64.9,3,0,5919.0
36.9,46.3,4,0,7004.0
22.7,63.9,5,0,6110.0
20.5,50.6,6,0,5905.0
21.2,55.8,7,0,7025.0
30.7,75.4,8,0,7487.0
23.7,73.6,9,0,8202.0
19.9,45.0,10,0,8699.0
38.3,44.1,11,0,10729.0
18.2,53.8,12,0,9677.0
25.3,59.6,13,0,10028.0
30.2,50.1,14,0,10487.0
11.9,75.6,15,0,10359.0
28.8,65.2,16,0,10886.0
16.6,66.1,17,0,10339.0
31.6,41.0,18,0,10060.0
17.3,77.5,19,0,9254.0
30.5,20.0,20,0,9022.0
33.8,72.5,21,0,8849.0
31.9,74.0,22,0,7762.0
27.0,53.5,23,0,6889.0
23.1,79.1,0,0,6472.0
20.4,59.1,1,0,5755.0
36.8,60.9,2,0,7388.0
19.4,65.1,3,0,5904.0
16.7,100.0,4,0,5791.0
30.3,80.2,5,0,6024.0
18.6,70.5,6,1,4883.0
17.4,46.3,7,0,6856.0
13.5,62.2,8,0,7481.0
21.1,47.8,9,0,8318.0
24.3,72.3,10,0,8586.0
26.9,62.1,11,0,9610.0
32.6,43.1,12,0,10470.0
29.2,61.2,13,0,10203.0
23.5,47.3,14,0,10798.0
23.4,62.3,15,0,10566.0
29.1,47.1,16,0,10389.0
35.2,60.4,17,0,11172.0
26.0,71.3,18,0,9824.0
21.2,59.2,19,0,9170.0
17.1,54.1,20,0,8648.0
13.4,63.0,21,0,7837.0
30.3,70.5,22,0,7391.0
29.6,43.4,23,1,5565.0
29.6,63.9,0,0,6574.0
24.0,79.8,1,0,6027.0
36.3,68.6,2,0,6805.0
21.1,60.9,3,0,5332.0
32.6,69.6,4,0,6185.0
24.7,66.8,5,0,6133.0
20.1,71.3,6,0,6170.0
29.7,29.6,7,0,6973.0
28.3,36.7,8,0,7358.0
27.9,75.1,9,0,7876.0
25.7,37.4,10,0,8483.0
24.7,66.0,11,0,9026.0
44.1,54.7,12,0,12393.0
34.5,45.1,13,0,11186.0
30.8,65.2,14,0,10985.0
25.9,63.0,15,0,10690.0
33.1,91.7,16,0,10607.0
29.1,50.6,17,0,10319.0
25.2,81.6,18,0,9580.0
22.6,65.3,19,0,9423.0
24.4,50.1,20,0,8473.0
-0.4,72.0,21,0,7789.0
26.7,68.5,22,0,7092.0
21.1,60.5,23,0,6739.0
37.7,64.0,0,0,7947.0
25.2,51.0,1,0,5973.0
15.5,47.6,2,0,5441.0
24.6,71.4,3,0,6031.0
16.6,56.6,4,0,5812.0
28.8,58.8,5,0,6195.0
27.3,64.2,6,0,6560.0
32.7,64.0,7,0,7171.0
18.7,38.6,8,0,7197.0
25.3,79.3,9,0,8165.0
14.1,61.8,10,0,8459.0
30.6,57.0,11,0,9537.0
29.2,66.5,12,0,9854.0
29.0,63.5,13,0,9968.0
25.0,71.5,14,0,10246.0
28.3,68.1,15,1,9131.0
37.8,70.8,16,0,11939.0
22.7,80.3,17,0,10301.0
26.1,73.3,18,0,9899.0
16.3,57.6,19,0,9281.0
18.1,43.2,20,0,8687.0
25.8,85.0,21,0,8051.0
33.8,56.4,22,0,8128.0
22.9,52.9,23,1,5094.0
23.1,33.9,0,0,6165.0
21.7,65.1,1,0,5856.0
20.7,62.2,2,1,4051.0
27.4,37.3,3,0,5683.0
13.0,66.8,4,0,5722.0
35.2,52.5,5,0,7071.0
19.7,100.0,6,0,6373.0
30.8,51.5,7,0,7455.0
14.8,53.5,8,0,7377.0
30.4,46.9,9,0,8554.0
30.4,79.2,10,0,9081.0
28.1,54.4,11,0,9437.0
17.0,49.1,12,0,10020.0
27.0,70.6,13,1,8694.0
15.5,39.3,14,0,10339.0
23.0,69.4,15,0,10419.0
33.2,86.7,16,0,11009.0
31.4,68.5,17,0,10484.0
25.1,69.6,18,0,9877.0
17.2,73.1,19,0,9007.0
30.2,85.6,20,0,9269.0
25.2,78.1,21,0,7970.0
6.4,66.6,22,0,7951.0
31.3,73.6,23,0,7151.0
24.8,46.7,0,0,6353.0
34.6,71.6,1,0,6844.0
16.2,44.9,2,0,5523.0
-0.4,54.5,3,0,5813.0
27.2,20.0,4,0,5461.0
27.3,66.0,5,0,5786.0
11.5,50.3,6,0,6420.0
17.2,76.7,7,0,6949.0
47.0,65.9,8,0,9957.0
22.6,76.9,9,0,8116.0
30.8,43.7,10,0,9074.0
19.8,75.6,11,0,9016.0
8.3,91.6,12,0,9539.0
23.6,71.5,13,0,9672.0
22.9,71.9,14,0,10662.0
21.8,62.5,15,0,10603.0
24.1,52.1,16,0,10060.0
27.1,71.4,17,0,10238.0
23.8,37.4,18,0,9582.0
14.9,53.7,19,0,9383.0
28.9,33.4,20,0,8655.0
9.4,49.4,21,0,7927.0
8.6,69.6,22,0,7321.0
30.9,67.6,23,0,7106.0
29.1,60.8,0,0,6741.0
24.5,62.6,1,0,6101.0
13.8,31.7,2,0,5704.0
19.3,54.4,3,0,5805.0
22.9,49.8,4,0,5356.0
12.2,50.1,5,0,5676.0
19.1,69.0,6,1,4898.0
30.2,47.1,7,0,7280.0
36.4,50.9,8,0,8697.0
21.6,28.7,9,0,7623.0
31.1,55.6,10,0,8866.0
9.7,43.7,11,0,9283.0
30.3,61.2,12,0,10524.0
18.6,45.7,13,0,10322.0
27.5,61.6,14,0,10634.0
23.0,57.8,15,0,10468.0
35.6,85.1,16,0,11519.0
18.0,67.5,17,0,9872.0
30.0,32.4,18,0,10191.0
22.8,41.0,19,0,9185.0
23.7,60.8,20,0,8760.0
23.5,46.1,21,0,8006.0
18.2,20.0,22,0,7435.0
24.9,80.2,23,0,6782.0
24.5,70.8,0,0,6348.0
26.9,67.8,1,0,6122.0
25.7,50.9,2,0,5429.0
31.4,66.4,3,0,5809.0
32.4,49.4,4,0,6425.0
16.6,63.1,5,0,6210.0
32.0,46.2,6,0,7234.0
15.5,82.7,7,0,6555.0
29.7,36.4,8,0,7554.0
30.0,78.5,9,0,7998.0
9.7,60.6,10,0,8511.0
25.7,52.7,11,0,9425.0
21.3,62.5,12,0,9694.0
18.9,71.0,13,1,8504.0
35.8,80.5,14,1,10098.0
19.8,64.7,15,0,10241.0
18.5,46.6,16,0,10637.0
25.6,60.8,17,0,10080.0
30.5,87.3,18,0,9989.0
23.9,80.2,19,0,9317.0
34.3,73.6,20,0,9759.0
29.2,71.9,21,0,8506.0
7.6,70.5,22,0,7337.0
20.8,77.4,23,0,7017.0
20.5,53.2,0,0,6323.0
28.8,39.7,1,0,5924.0
4.0,61.0,2,0,5526.0
45.4,47.7,3,0,7989.0
29.2,44.2,4,0,5721.0
26.2,49.2,5,0,6145.0
34.5,97.3,6,0,7412.0
43.7,62.0,7,0,8914.0
32.0,65.4,8,0,7624.0
32.6,41.7,9,0,8466.0
26.0,32.3,10,0,8466.0
23.9,47.7,11,0,9139.0
21.2,81.6,12,0,9932.0
18.4,65.0,13,0,9969.0
19.5,69.0,14,0,10654.0
14.2,71.1,15,0,10064.0
24.4,51.1,16,0,10248.0
11.5,80.8,17,0,10236.0
26.5,50.5,18,0,9866.0
24.7,81.1,19,0,9133.0
26.2,66.6,20,0,8822.0
20.8,33.2,21,0,8162.0
49.6,48.8,22,0,10485.0
35.9,33.2,23,0,8045.0
15.0,77.4,0,0,6444.0
26.9,59.6,1,0,5799.0
20.1,26.6,2,0,6021.0
16.9,65.6,3,0,5433.0
14.3,51.9,4,0,5711.0
28.5,37.7,5,0,5740.0
19.5,85.2,6,0,6324.0
32.7,61.6,7,0,7298.0
33.0,55.6,8,0,8063.0
36.0,54.0,9,0,8881.0
18.2,37.3,10,0,8781.0
28.8,40.4,11,0,9392.0
30.1,79.3,12,1,8723.0
21.2,52.9,13,0,10009.0
18.8,60.3,14,0,10545.0
37.9,29.3,15,0,11889.0
26.8,40.2,16,0,10341.0
30.1,69.1,17,0,10814.0
18.4,65.7,18,0,9600.0
15.2,86.3,19,1,7945.0
20.4,80.1,20,0,8717.0
24.0,56.5,21,0,7886.0
16.5,67.1,22,0,7116.0
24.9,55.3,23,0,6593.0
11.5,90.8,0,0,6529.0
16.0,77.2,1,0,6268.0
30.4,62.5,2,0,6055.0
29.8,63.0,3,0,5903.0
21.9,81.7,4,0,5837.0
16.9,68.7,5,0,5936.0
16.8,83.4,6,0,6523.0
22.0,27.1,7,0,6858.0
30.2,66.9,8,0,7729.0
32.4,52.3,9,0,8524.0
21.0,86.3,10,1,6932.0
15.8,83.2,11,0,8568.0
27.1,60.5,12,0,9944.0
18.4,83.0,13,0,10049.0
20.9,86.7,14,0,10238.0
35.6,61.1,15,0,11150.0
31.6,97.1,16,0,10733.0
26.3,59.5,17,0,9924.0
14.8,56.8,18,0,9538.0
26.7,73.0,19,0,9267.0
33.5,54.7,20,0,9471.0
22.0,61.3,21,0,7728.0
35.8,81.1,22,0,8291.0
35.3,60.3,23,0,7641.0
38.3,34.6,0,0,8212.0
27.4,65.5,1,0,6220.0
29.7,49.6,2,0,5766.0
36.3,73.0,3,0,6452.0
28.6,70.4,4,0,5794.0
21.0,82.1,5,0,5931.0
21.4,73.6,6,0,6366.0
26.9,76.4,7,0,6948.0
14.7,50.0,8,0,7469.0
23.9,72.1,9,0,7777.0
33.8,89.5,10,0,9546.0
7.5,49.7,11,0,9371.0
37.3,87.0,12,0,10944.0
34.0,51.8,13,0,11035.0
21.3,47.2,14,0,10208.0
29.3,64.4,15,0,11001.0
25.0,70.7,16,0,10053.0
34.8,73.7,17,0,11336.0
32.9,45.6,18,0,10092.0
13.8,66.5,19,0,9559.0
29.7,49.7,20,0,8648.0
23.4,37.7,21,0,8038.0
25.7,46.1,22,0,7053.0
19.2,48.7,23,0,6530.0
39.0,67.8,0,0,8130.0
33.3,77.3,1,1,5425.0
19.1,37.9,2,0,5730.0
14.3,65.3,3,0,5748.0
21.9,42.3,4,0,5891.0
28.5,69.4,5,0,5856.0
26.9,50.7,6,0,6023.0
35.0,44.2,7,0,7851.0
31.3,72.0,8,0,7761.0
32.8,51.2,9,0,8791.0
27.6,55.3,10,0,8731.0
13.9,26.7,11,1,7564.0
23.4,74.2,12,0,9838.0
33.5,72.3,13,0,11031.0
24.6,60.1,14,0,10463.0
29.0,37.1,15,0,10472.0
22.5,78.1,16,0,10474.0
16.8,50.0,17,0,10182.0
24.0,53.2,18,0,9825.0
27.5,94.7,19,0,9536.0
19.8,49.4,20,0,8687.0
23.1,71.1,21,0,7879.0
17.5,68.4,22,0,7157.0
34.0,65.9,23,0,7919.0
22.6,64.2,0,0,6374.0
36.6,65.6,1,1,6049.0
37.2,64.1,2,0,6660.0
24.4,59.2,3,0,5782.0
16.9,82.7,4,1,4130.0
8.3,40.3,5,0,5851.0
13.2,75.3,6,0,6150.0
14.0,72.3,7,0,6980.0
36.0,70.5,8,0,8706.0
25.9,76.8,9,0,7772.0
28.1,58.6,10,0,8672.0
7.2,32.0,11,0,9341.0
15.4,58.9,12,0,9733.0
32.1,45.1,13,0,10915.0
27.3,49.0,14,0,10260.0
23.8,41.4,15,0,9949.0
29.5,52.8,16,0,10583.0
38.1,51.1,17,0,11628.0
23.2,24.3,18,0,9759.0
25.6,70.5,19,0,9421.0
26.5,93.3,20,0,8231.0
44.1,69.1,21,0,10373.0
8.2,57.0,22,0,7194.0
30.5,59.2,23,0,6928.0
24.1,53.7,0,0,6288.0
29.5,61.4,1,0,6292.0
19.7,59.4,2,0,5742.0
24.6,47.4,3,0,5462.0
30.7,85.2,4,0,6056.0
49.9,37.7,5,0,9393.0
31.5,70.8,6,1,5459.0
18.2,58.5,7,0,6689.0
21.6,88.5,8,0,7255.0
21.4,65.1,9,0,7657.0
10.6,54.6,10,0,8535.0
22.4,56.3,11,0,8853.0
30.9,60.6,12,0,10540.0
14.8,42.9,13,0,9907.0
33.4,48.5,14,0,11348.0
28.9,33.2,15,0,10899.0
19.1,46.2,16,0,10361.0
23.9,61.4,17,0,10058.0
37.8,64.5,18,0,10901.0
30.9,30.3,19,0,9529.0
25.1,57.9,20,0,8942.0
23.1,68.5,21,0,8070.0
25.6,57.6,22,0,7385.0
20.9,50.5,23,0,7062.0
8.2,53.8,0,0,6442.0
41.3,51.9,1,0,7893.0
26.2,50.4,2,1,4225.0
28.2,62.6,3,0,5474.0
24.5,94.6,4,0,5570.0
19.1,48.8,5,0,5880.0
23.5,55.2,6,0,6414.0
12.2,59.2,7,0,6551.0
43.2,49.7,8,0,9677.0
15.1,76.5,9,0,7922.0
16.7,24.4,10,0,8441.0
21.5,52.0,11,0,9123.0
35.3,72.3,12,0,10328.0
25.1,55.6,13,0,9927.0
15.1,47.7,14,1,8598.0
35.0,66.6,15,0,11399.0
30.8,73.6,16,0,10289.0
29.3,63.2,17,0,10313.0
30.7,48.0,18,0,10288.0
44.2,66.8,19,0,11600.0
42.5,54.0,20,0,10893.0
19.5,71.2,21,0,7897.0
38.0,82.2,22,0,8567.0
28.1,20.9,23,0,6810.0
29.0,61.7,0,0,6588.0
11.5,34.0,1,0,5657.0
23.6,96.6,2,0,5589.0
18.5,53.0,3,0,5551.0
31.6,71.2,4,0,6796.0
33.6,59.5,5,0,6802.0
8.4,48.0,6,0,5922.0
24.8,46.2,7,0,6369.0
34.0,83.8,8,0,8421.0
23.5,74.3,9,0,8497.0
30.8,89.2,10,0,8990.0
27.8,60.8,11,0,9132.0
27.7,64.3,12,0,9783.0
22.8,56.0,13,0,9919.0
15.3,55.7,14,0,9809.0
16.0,44.4,15,1,9107.0
30.7,61.3,16,0,10597.0
25.2,48.2,17,0,10288.0
23.9,66.6,18,0,9545.0
21.6,62.6,19,0,9224.0
22.6,64.3,20,0,8792.0
33.4,85.1,21,0,9020.0
22.3,59.4,22,0,7425.0
14.3,71.4,23,0,6837.0
30.9,90.8,0,0,6869.0
23.4,79.6,1,0,6014.0
25.3,77.3,2,0,5424.0
37.9,55.4,3,0,6825.0
24.8,63.4,4,0,5260.0
27.3,40.2,5,0,6075.0
15.6,67.5,6,0,6224.0
23.2,64.1,7,0,6964.0
29.9,60.4,8,0,7741.0
12.6,75.4,9,0,7800.0
26.6,41.9,10,0,8597.0
25.8,84.5,11,0,9109.0
25.3,73.5,12,0,9575.0
33.3,58.9,13,0,11056.0
27.7,57.8,14,0,10820.0
36.8,67.2,15,0,11947.0
17.1,82.8,16,0,10313.0
26.1,61.5,17,0,10330.0
25.7,62.2,18,0,10040.0
16.4,60.3,19,0,8922.0
32.7,86.7,20,0,9564.0
43.6,54.5,21,0,10494.0
24.9,59.6,22,0,7616.0
29.0,82.0,23,0,7119.0
25.7,62.2,0,0,6257.0
19.3,77.1,1,0,6328.0
10.4,46.3,2,0,5750.0
19.4,56.9,3,0,5513.0
13.9,82.3,4,0,5783.0
38.6,49.9,5,0,7711.0
24.1,57.7,6,0,6322.0
22.2,63.9,7,0,6879.0
32.1,45.2,8,0,8013.0
16.0,53.8,9,0,7868.0
18.9,61.7,10,0,8457.0
25.5,60.7,11,0,8919.0
33.2,79.2,12,0,10785.0
29.0,83.1,13,0,10186.0
27.0,47.2,14,0,9633.0
25.6,61.7,15,0,10479.0
28.2,70.1,16,0,10424.0
26.6,82.7,17,0,9705.0
16.8,70.8,18,0,9531.0
25.4,64.4,19,0,9025.0
16.4,70.0,20,0,8473.0
25.6,70.1,21,0,8243.0
21.2,46.1,22,0,7349.0
45.3,62.9,23,0,9312.0
24.7,81.9,0,0,6527.0
13.8,56.9,1,0,6021.0
23.9,61.9,2,0,5334.0
29.2,56.4,3,0,5650.0
38.4,25.3,4,0,7304.0
20.3,60.3,5,0,5735.0
12.3,64.5,6,0,6709.0
31.5,52.3,7,0,7353.0
14.0,42.7,8,0,7228.0
21.5,46.8,9,0,7775.0
22.9,71.5,10,0,8807.0
24.4,89.6,11,0,9070.0
30.5,80.7,12,0,10150.0
19.5,39.8,13,0,9848.0
22.8,72.8,14,0,10332.0
24.9,50.1,15,0,10273.0
26.2,51.3,16,0,10255.0
25.8,53.1,17,0,9919.0
28.5,70.6,18,0,9975.0
31.8,74.4,19,0,9664.0
28.1,58.5,20,0,8614.0
28.6,58.8,21,0,8075.0
12.3,67.0,22,0,7701.0
25.4,68.5,23,0,6978.0
28.8,77.6,0,0,6586.0
30.8,40.7,1,0,6031.0
19.5,60.3,2,0,5550.0
19.7,44.0,3,0,5838.0
20.4,59.2,4,0,5448.0
29.3,56.6,5,0,6132.0
33.3,59.3,6,0,6881.0
21.7,48.0,7,0,6607.0
32.3,37.7,8,0,8355.0
26.0,28.6,9,1,6644.0
24.0,58.0,10,0,8818.0
23.3,53.5,11,0,9357.0
31.0,49.9,12,0,10115.0
27.6,79.8,13,0,9940.0
43.2,47.1,14,0,12519.0
18.2,81.3,15,0,10362.0
29.1,84.4,16,0,10845.0
20.8,30.7,17,0,9811.0
18.0,61.4,18,0,9586.0
24.9,54.0,19,0,9017.0
26.1,20.0,20,0,8832.0
48.3,38.3,21,0,11423.0
23.5,71.6,22,0,7441.0
16.0,90.3,23,0,6878.0
27.2,73.5,0,0,6321.0
8.4,64.9,1,0,6009.0
24.3,59.7,2,0,5836.0
25.1,85.2,3,0,5685.0
31.4,92.2,4,0,6285.0
32.8,51.2,5,0,6795.0
21.0,30.0,6,0,5947.0
23.8,28.5,7,0,6800.0
18.9,79.8,8,1,5940.0
16.0,59.3,9,0,8083.0
27.5,62.7,10,0,8587.0
14.8,33.1,11,0,9232.0
21.7,48.7,12,0,9553.0
17.0,55.6,13,0,9723.0
29.4,63.1,14,0,10724.0
39.4,54.0,15,0,11885.0
14.6,44.4,16,0,10286.0
10.2,48.2,17,0,9929.0
24.0,78.1,18,0,10014.0
25.1,63.7,19,0,9184.0
26.7,69.2,20,0,8559.0
21.4,46.5,21,0,8150.0
23.4,20.0,22,0,7810.0
27.9,52.2,23,0,6881.0
33.3,47.0,0,0,7026.0
9.4,65.2,1,0,6061.0
22.0,100.0,2,0,5367.0
26.7,70.4,3,0,5609.0
17.7,100.0,4,0,6081.0
38.8,68.5,5,0,7580.0
19.9,50.6,6,0,6324.0
24.7,65.2,7,0,6804.0
29.4,86.7,8,0,7517.0
20.3,87.4,9,0,8063.0
10.2,51.4,10,0,8776.0
21.6,63.8,11,0,9134.0
33.2,38.6,12,0,9984.0
22.3,72.4,13,1,8672.0
18.2,83.3,14,0,10745.0
32.4,60.6,15,0,10986.0
22.4,50.0,16,0,10024.0
20.9,65.4,17,0,10214.0
26.2,66.3,18,0,10046.0
31.2,61.2,19,0,9781.0
44.1,62.7,20,0,11374.0
31.6,57.4,21,0,8701.0
34.3,74.9,22,0,8462.0
21.0,71.0,23,0,6696.0
16.8,45.3,0,0,6360.0
25.5,44.8,1,0,5916.0
25.9,56.2,2,0,5669.0
16.4,71.1,3,0,5549.0
23.6,62.2,4,0,5727.0
28.2,50.4,5,0,5691.0
27.9,63.9,6,0,6465.0
29.0,55.0,7,0,6780.0
27.3,73.2,8,0,7329.0
20.9,65.0,9,0,8066.0
20.9,55.3,10,0,8436.0
15.4,63.5,11,0,8807.0
39.3,79.7,12,0,11312.0
25.1,51.5,13,0,9792.0
23.2,66.0,14,0,10461.0
17.6,58.9,15,0,10169.0
48.5,66.4,16,1,12188.0
16.4,50.2,17,0,10077.0
21.6,61.7,18,1,8209.0
28.3,76.6,19,0,8853.0
29.8,45.9,20,0,8920.0
32.7,40.1,21,0,8683.0
39.5,40.6,22,0,8838.0
29.0,42.4,23,0,6975.0
16.6,68.9,0,0,6223.0
22.9,38.9,1,0,5878.0
27.5,55.5,2,0,5687.0
41.5,69.3,3,0,7538.0
13.8,66.2,4,0,5731.0
34.6,54.2,5,0,6897.0
26.4,62.9,6,0,6397.0
31.7,61.6,7,0,7250.0
24.2,56.6,8,0,7166.0
18.3,56.8,9,0,7858.0
31.0,93.5,10,0,9361.0
30.2,72.1,11,0,9727.0
32.8,97.2,12,0,10656.0
24.9,52.5,13,0,10335.0
20.2,58.7,14,0,10225.0
12.5,40.0,15,0,10459.0
31.6,47.9,16,0,10867.0
28.4,88.5,17,0,10269.0
17.3,52.2,18,0,9639.0
20.7,88.8,19,0,9219.0
21.3,41.3,20,0,8636.0
13.1,44.2,21,0,8106.0
18.5,54.9,22,0,7510.0
15.9,59.0,23,0,6819.0
21.7,73.8,0,0,6328.0
19.1,66.8,1,0,5967.0
12.0,53.8,2,0,6011.0
41.2,58.0,3,0,7231.0
35.0,55.2,4,0,6541.0
18.8,46.3,5,0,6056.0
27.2,46.7,6,0,6357.0
28.3,75.4,7,0,6904.0
34.5,32.6,8,0,8492.0
18.5,84.3,9,0,8043.0
33.7,54.9,10,0,9370.0
20.6,48.4,11,0,9326.0
14.3,71.1,12,0,9701.0
30.8,82.3,13,0,10408.0
35.3,76.8,14,0,11555.0
45.7,67.5,15,0,13186.0
15.4,76.3,16,0,10361.0
